"id","name","type","price","stock","low_stock_threshold","category_id","image_url","is_active","created_at","owner_price"
"c73ff4d9-7644-46bb-8859-89373219bf5a","شيشة فواكه","EDEN_FOOD","240.00",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-12 12:56:15.3+00",NULL
"f28aaab3-ed80-47cf-818a-4a30a4e05ea6","بيف استراجانوف","EDEN_FOOD","547.20",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:34:03.434643+00",NULL
"bf471cb2-3462-4be9-999f-795257462595","طاسة مكرونة بالصوص الأحمر والسجق البلدي","EDEN_FOOD","285.00",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:32:55.870074+00",NULL
"605db7ba-ac31-4a40-b9a3-e26c9277b84f","طاسة مكرونة سي فود بالصوص الروزيه","EDEN_FOOD","364.80",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:32:55.870074+00",NULL
"dbf9e2be-ad5d-465a-9de8-8d01d5dcdc16","طاسة مكرونة بشاميل","EDEN_FOOD","296.40",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:32:55.870074+00",NULL
"3a3cf606-cd17-441e-844a-72d032ce3b4f","طاسة ايدن المميزة","EDEN_FOOD","353.40",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:32:55.870074+00",NULL
"c0587c60-e455-4198-a78c-74eb6344b578","فطيرة جبنة رومي","EDEN_FOOD","330.60",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:53:16.814046+00",NULL
"3f827121-2360-4d44-b25c-25393f75a703","فطيرة سجق","EDEN_FOOD","364.80",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:53:16.814046+00",NULL
"dfe90e0f-30a5-40be-a4ef-619ff30886a6","فطيرة لحم مفروم","EDEN_FOOD","342.00",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:53:16.814046+00",NULL
"534e1f0b-5e8c-4c2e-8e14-aabe9f1126bf","فطيرة سوسيس","EDEN_FOOD","330.60",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:53:16.814046+00",NULL
"a09995a7-0ac4-4030-994d-91d3da74e41d","فطيرة فراخ رانش","EDEN_FOOD","364.80",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:53:16.814046+00",NULL
"6ed24670-6492-4673-aaf8-d16bc80dd679","فطيرة فراخ باربكيو","EDEN_FOOD","364.80",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:53:16.814046+00",NULL
"124fe4b8-1713-4e08-828b-a021c9b52947","فطيرة بسطرمة","EDEN_FOOD","364.80",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:53:16.814046+00",NULL
"b706ee63-300c-49c6-a89d-30b17d723f51","فطيرة لحوم مشكلة","EDEN_FOOD","410.40",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:53:16.814046+00",NULL
"9b9149fe-a8be-4292-8eaf-783683dd1439","Schweppes (Pineapple)","DRINK","30.00",98,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:30:29.598+00",NULL
"7104a6aa-c09c-4487-96bf-07cf00f322e3","Halo protein puffs","SNACK","25.00",28,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:17:42.981+00",NULL
"ce093565-57aa-432c-8eb7-2140c0dd53e1","تشيز ملتد","EDEN_FOOD","216.60",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:35:18.138996+00",NULL
"2b521f0c-a1dc-4f2a-a4bc-2a7f151bfa01","ساندوتش فرايز رول","EDEN_FOOD","125.40",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:35:18.138996+00",NULL
"4bbdbe16-04c7-4166-b536-c6b4978d07a9","نصف فرخة مسحب مشوية","EDEN_FOOD","410.40",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:36:02.151601+00",NULL
"9b0e21a0-9684-4256-875a-428672e51a2a","شيش طاووق مشوي","EDEN_FOOD","319.20",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:36:02.151601+00",NULL
"ac02d100-c23e-4264-8255-8ee6a877b174","كفتة مشوية","EDEN_FOOD","330.60",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:36:02.151601+00",NULL
"23efde29-759f-4544-aafd-267e3590dd5d","ساندوتش شيش طاووق","EDEN_FOOD","239.40",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:36:20.468822+00",NULL
"43fb7c9a-f09d-46db-8cd0-4a599e9478f3","ساندوتش سجق بلدي","EDEN_FOOD","216.60",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:36:20.468822+00",NULL
"0393de30-8089-4543-9433-f3eb4a5aaeda","ساندوتش كبدة اسكندراني","EDEN_FOOD","205.20",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:36:20.468822+00",NULL
"759137ed-58ba-45e2-b022-31e04c54d5c9","ساندوتش حواوشي","EDEN_FOOD","239.40",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:36:20.468822+00",NULL
"6eb32058-1392-45c6-8539-dc1589958481","تشيز برجر","EDEN_FOOD","239.40",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:36:20.468822+00",NULL
"2399137f-b246-4bbc-8c7a-f4fb68096996","جريفي مشروم برجر","EDEN_FOOD","250.80",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:36:20.468822+00",NULL
"409cf6a2-4e38-42b0-8776-c76857dc78d4","فيليه استيك","EDEN_FOOD","273.60",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:36:20.468822+00",NULL
"c755516d-9f9e-451d-a5dd-634f36e462d8","كوردون بلو تشيكن","EDEN_FOOD","262.20",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:36:20.468822+00",NULL
"90569cd4-1c99-45d8-b9c3-014a8f99bacb","تشيكن كرانش","EDEN_FOOD","222.30",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:36:20.468822+00",NULL
"5112f25b-9ab1-493d-b6a5-8074b5494921","تشيكن فاهيتا","EDEN_FOOD","222.30",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:36:20.468822+00",NULL
"938909c2-4479-4dc0-ab4d-a9c369075697","بيف فاهيتا","EDEN_FOOD","273.60",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:36:20.468822+00",NULL
"b65459a3-2672-436c-a203-bdbbe4c247ad","فاهيتا ميكس","EDEN_FOOD","513.00",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:34:03.434643+00",NULL
"851d841e-1658-49d1-98a6-ad14c58ff16d","جرلد سالمون","EDEN_FOOD","649.80",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:34:03.434643+00",NULL
"8a072adc-e436-4686-ba30-6379fb1c42e3","فيليه الكاتوش","EDEN_FOOD","444.60",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:34:03.434643+00",NULL
"0879598e-e34c-452e-b17a-9cc8c21a7672","شوربة دجاج بالكريمة","EDEN_FOOD","142.50",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:34:25.44887+00",NULL
"c71bda08-e264-45ef-ba33-2515de3eef50","شوربة مشروم بالكريمة","EDEN_FOOD","136.80",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:34:25.44887+00",NULL
"6f692f3f-bf1d-4a01-aeb3-01a448b23e43","شوربة سي فود","EDEN_FOOD","199.50",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:34:25.44887+00",NULL
"cc5d1c3e-887d-491f-a8af-1ef45fbc4e14","شوربة لسان عصفور","EDEN_FOOD","85.50",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:34:25.44887+00",NULL
"73381269-c3c4-4cde-8ae9-c11e3143421d","شوربة عدس","EDEN_FOOD","96.90",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:34:25.44887+00",NULL
"d2361822-9b25-4f23-8c53-381796956638","سلطة يوناني","EDEN_FOOD","125.40",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:34:25.44887+00",NULL
"ed6bdd28-e210-43c5-a428-437c4e2f82f1","Moro ( 1.5 G )","SNACK","30.00",13,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 18:53:28.329+00",NULL
"521b6bae-3170-4c84-a5d7-81bff2e0fcd4","Tiger Excellence ","SNACK","25.00",6,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:28:00.619+00",NULL
"431745dd-7fa8-4d67-a413-15f153df15da","أصابع جبنة موزاريلا مقلية","EDEN_FOOD","182.40",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:34:25.44887+00",NULL
"58c823e1-c648-464c-98aa-fab40bf19506","بيف فيليه","EDEN_FOOD","592.80",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 23:34:03.434643+00",NULL
"c2561b2a-3587-4c0a-88f3-0ff3dac58132","Shesha m3asel ","EDEN_FOOD","60.00",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-12 19:31:19.944+00",NULL
"1b90bd4a-b335-4a41-bc8d-ffb93f3c2907","Hot Spanish Latte ","DRINK","90.00",95,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-15 22:57:23.716+00",NULL
"7d4f61b6-c9a8-4ebc-944e-9fbac0289500","chipsy ( large ) ","SNACK","30.00",3,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:20:45.337+00",NULL
"7eefef6d-db83-413c-a162-7ebeb3d5b7e4","Molto choco XXL","SNACK","25.00",107,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:13:39.939+00",NULL
"207131e1-762a-4870-a16f-3ecf535737fa","Nescafe + Milk ","DRINK","50.00",76,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 19:45:03.888+00",NULL
"d3649002-d745-4ab9-b890-8c3a62dbeacf","Balance protein","SNACK","30.00",156,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:16:49.133+00",NULL
"3b7dc050-f196-41b8-8a45-7cda74f8125c","Big Chips ","SNACK","25.00",0,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:26:53.119+00",NULL
"ed8a3a30-63bb-4c89-b51b-7746c6f2e047","Cortado","DRINK","70.00",98,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-15 21:57:54.494+00",NULL
"b33edead-c715-4c3c-a6a8-3c680e785782","Cappuccino ","DRINK","70.00",95,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-15 21:59:40.155+00",NULL
"d6ccd759-49ca-4b2d-b6af-d8a996b63e0f","Indomie Noodle Cup ( All Flavor)","SNACK","40.00",210,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-11 21:14:29.164+00",NULL
"42e73e44-b3c1-4756-ad84-52944de6c3a8","Juhayna","DRINK","25.00",62,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:38:59.288+00",NULL
"267b8c0d-10a1-48df-a919-f0212478fe19","Galaxy small","SNACK","30.00",7,1,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-26 01:47:33.101+00",NULL
"ceafbea4-5344-4a0c-b2ef-d73d8dacab29","Orange fresh ","DRINK","70.00",97,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-14 00:59:26.736+00",NULL
"f721a717-4527-4afb-a679-33ac3cd2a324","American coffee ","DRINK","60.00",92,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-23 21:00:28.51+00",NULL
"5c86c429-8344-4a43-9115-73d03127d574","Macchiato Single ","DRINK","40.00",100,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-23 20:57:51.825+00",NULL
"c22545b2-96d2-4c5a-8dd9-9d4350203b00","Jelly sour ","SNACK","20.00",44,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-22 03:48:40.608+00",NULL
"8a5b3912-a9c9-4169-8b27-6d6fdde14f22","VCOLA DIET","DRINK","30.00",0,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:28:03.088+00",NULL
"e1fa0759-091a-4508-9a24-4f3dd0592eb2","Tea with milk ","DRINK","40.00",93,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-11 00:35:35.987+00",NULL
"5b12248f-8361-4f7c-a51e-4be1e7cca7c8","MIRINDA ","DRINK","30.00",165,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:30:59.092+00",NULL
"e3440e19-7894-4287-b788-6445a55a22f4","7up","DRINK","30.00",58,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:22:49.276+00",NULL
"7b6b4b28-cd3a-4bb0-a366-d6f1608b135d","Ice Cup add on lemon","DRINK","10.00",89,1,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 19:32:03.737+00",NULL
"2e35adde-e8cf-42ce-9535-3e0af96615af","Snickers ( 40 G )","SNACK","50.00",62,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 18:48:49.186+00",NULL
"913b933e-9ec6-4d7c-9767-c57099ead2a9","Pepsi Diet","DRINK","30.00",55,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:24:13.554+00",NULL
"1777b8cf-58d4-4e93-bd02-b5e8a99f1dff","Milkshake ","DRINK","110.00",87,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-14 21:03:03.783+00",NULL
"86fd5a45-26d8-4811-8529-9df183395b86","Juhayna Pure","DRINK","35.00",78,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:36:41.636+00",NULL
"41c7d217-141d-45c7-a3ea-3db366668808","Pringles","SNACK","60.00",7,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-22 03:43:25.146+00",NULL
"de8625ad-35fa-4f65-9e8c-3259f9307719","Macchiato double","DRINK","85.00",99,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-23 20:57:02.745+00",NULL
"e83c399c-1a1e-4bd7-ba58-7d22636c69a8","Flutes small ","SNACK","20.00",48,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-23 17:10:47.658+00",NULL
"9cf78df7-2222-4014-a4b9-235090504b80","Sting ","DRINK","30.00",21,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:46:21.777+00",NULL
"9497278d-5ef3-42e8-9f0f-3de240100947","French coffee ","DRINK","50.00",87,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-12 18:29:21.305+00",NULL
"80b9aa1c-578f-4d94-a82a-c18e9d538cd0","Berill","DRINK","35.00",19,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:20:50.309+00",NULL
"b95cd4d1-4eee-4890-94ce-9e346cefe197","Chato","SNACK","30.00",4,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-22 03:51:38.624+00",NULL
"0e1f3ee6-be69-43a3-b7da-dbdcd3cc3328","Vcola","DRINK","30.00",0,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:27:44.094+00",NULL
"8798eaa9-a642-441d-aae4-e2b0b3512cfd","Fresh mango ","DRINK","80.00",92,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-13 23:52:52.117+00",NULL
"5ac0d33a-61d6-4a9a-8d1c-f8c84b7e5916","Hot chocolate ","DRINK","60.00",95,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-14 18:15:09.788+00",NULL
"b95e3958-f429-427f-a666-80c6b40eb5a8","فطيرة ميكس فراخ","EDEN_FOOD","410.40",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:53:16.814046+00",NULL
"78f3c45d-5567-401c-b95f-d182c6731e76","فطيرة ميكس كيري وبسطرمة","EDEN_FOOD","399.00",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:53:16.814046+00",NULL
"18740824-70b6-49bd-b345-556312126e3c","فطيرة ميكس كيري وسجق","EDEN_FOOD","399.00",100,5,"2d75b1f1-55b3-459d-b57a-e7802d37f21c",NULL,True,"2026-01-11 22:53:16.814046+00",NULL
"5c57d914-f750-4c97-aeec-bc58900d6f94","Galaxy ( BIG ) ","SNACK","50.00",153,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 18:49:46.429+00",NULL
"9a558861-6b23-49b9-b07e-259a4caa7e80","Twinkies ( small ) ","SNACK","15.00",149,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:00:10.6+00",NULL
"4d48408f-518d-4ae4-b3d8-f351a0f118f1","TUC ( all ) ","SNACK","25.00",52,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:06:49.711+00",NULL
"63c0ddd8-0a3e-49e6-9ca0-3043e1940bca","Chipsy small","SNACK","20.00",32,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:21:32.212+00",NULL
"4be060f1-6329-4642-915c-26b33afbf0e2","Flaminco peanut puffs","SNACK","20.00",29,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:18:33.822+00",NULL
"e90ea406-94c6-47a3-b571-b3e62008e8c5","twix ( 2 pieces)","SNACK","45.00",35,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 18:45:00.028+00",NULL
"aae2f76c-da81-4a79-b120-2ccefe003f54","Crunchy","SNACK","20.00",214,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:22:18.074+00",NULL
"cfcaaaa6-c787-4a14-ab50-64a58e3d392a","Extra Milk","DRINK","25.00",90,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-15 22:55:41.863+00",NULL
"33935719-d794-4f08-9ec2-0dd3a75b0cba","Popcorn","SNACK","50.00",53,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:22:39.867+00",NULL
"d35b60ca-a4aa-48d1-a738-77562ee29f7c","Turkish Coffee (Double)","DRINK","60.00",70,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:57:30.06+00",NULL
"76b4527d-f6b3-42dc-8109-94d1cd65dcbb","Bake Rolz ( BIG ) ","SNACK","25.00",0,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:24:01.665+00",NULL
"85d5d0fa-798f-44c2-81c4-38e06a2451a0","Fresh Strawberry ","DRINK","80.00",98,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 19:56:30.56+00",NULL
"69dbbcde-d9ab-4695-bc7e-69681685869e","Doritos ( small )","SNACK","20.00",88,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:22:59.943+00",NULL
"50b41a7f-143c-4397-9acd-fbbeb68d00ae","Loacker ","SNACK","35.00",37,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:00:45.768+00",NULL
"f079b9dd-fc82-4577-81b2-e606311010fd","Trident","SNACK","20.00",11,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:10:01.577+00",NULL
"7ea3fd9f-854f-455a-b8f4-c6578ddbada2","Green Tea","DRINK","25.00",64,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:56:44.797+00",NULL
"f2996cbc-e7f7-49bf-af47-475003684180","Popcorn small","SNACK","25.00",58,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 21:26:48.726+00",NULL
"fc800aee-c420-499b-96a0-fc7a7c1a3099","Flutes 4 pieces","SNACK","45.00",9,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 18:56:40.931+00",NULL
"b1ad669c-b35b-4904-9bac-7b7067a84200","HOHOS ( SMALL ) ","SNACK","15.00",80,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 18:20:37.616+00",NULL
"43e43efd-884c-4be0-a64b-722e49a63e14","Coca Cola ZERO","DRINK","30.00",89,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:26:40.245+00",NULL
"c9086f73-9993-485c-99a9-f555c44ec3a8","7Up (Diet)","DRINK","30.00",29,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:25:05.607+00",NULL
"7ca14a26-6397-4f8b-8ca5-9d9f761c0e48","Halley biscuit","SNACK","25.00",28,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:08:27.771+00",NULL
"64bf41d1-9551-448c-9293-0a44bb7d7e3b","Water","DRINK","10.00",159,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:33:12.9+00",NULL
"6fcf7664-3e42-4a95-982c-91d266adb01a","Sparkling Water","DRINK","35.00",0,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 19:43:03.501+00",NULL
"0e5a3902-832e-48aa-8bce-d1e4b730dad3","Turkish Coffee (Singe)","DRINK","40.00",11,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:57:15.976+00",NULL
"c935e7ba-63c4-4890-b0fa-dfd5ee1ddb54","Wafers","SNACK","15.00",32,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:02:12.42+00",NULL
"3e34eba5-534c-4592-90e4-c817ef7b6493","Bake Rolz small ","SNACK","15.00",1,1,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:24:29.772+00",NULL
"e8987096-e1cd-4c1b-89b7-83ee50348757","Fresh Lemon Mint Juice","DRINK","70.00",92,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 19:58:41.317+00",NULL
"9d2f58a7-33cd-49c3-87ac-a8f6d8a676b2","SPIRO SPATHIS (Apple)","DRINK","30.00",0,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:43:49.725+00",NULL
"c8969693-5b9d-44f9-82f0-6d786ef27524","Coca Cola","DRINK","30.00",33,10,"55f0b9fc-d1da-478a-ab42-2842104885ca",NULL,True,"2026-01-10 18:23:32.991+00",NULL
"2e4e4f88-ed8f-4b3f-8992-838851057fb0","Sun Bites","SNACK","25.00",1,1,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:25:31.703+00",NULL
"79cf58a7-0da7-4f61-9718-ffc450604ed5","Kitkat 4 pieces","SNACK","50.00",23,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 18:22:15.631+00",NULL
"dee426c4-74a5-4468-94e4-a9b304a9b18a","Oreo ( x 6 ) ","SNACK","25.00",50,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 19:31:49.391+00",NULL
"8555f495-b823-42da-894f-001b44592dc4","Kinder Bueno","SNACK","60.00",85,10,"96980051-1014-4429-8b9a-d90c921a82c8",NULL,True,"2026-01-10 18:44:06.533+00",NULL
